-86.2852099,41.6797336,2300,ENV-15-00561,Environmental,Grass and Weeds,5/7/2015,Abatement Complete,6/5/2015,71-08-03-384-004.000-026,2518,,LINDEN,Ave,2518 LINDEN AVE,SOUTH BEND,IN,46628
-86.27035917,41.67763046,2301,ENV-15-00562,Environmental,Grass and Weeds,5/7/2015,Abatement Complete,6/18/2015,71-08-11-106-010.000-026,141,,WALNUT,St,141 WALNUT ST,SOUTH BEND,IN,46628
-86.27078743,41.6779315,2302,ENV-15-00563,Environmental,Grass and Weeds,5/7/2015,Abatement Complete,6/18/2015,71-08-11-105-049.000-026,1311,W,HINE,St,1311 W HINE ST,SOUTH BEND,IN,46628
-86.27646823,41.68855922,2346,ENV-15-00616,Environmental,Grass and Weeds,5/8/2015,Abatement Complete,6/10/2015,71-08-03-281-018.000-026,1035,N,COLLEGE,St,1035 N COLLEGE ST,SOUTH BEND,IN,46628
-86.27647025,41.68865,2347,ENV-15-00617,Environmental,Grass and Weeds,5/8/2015,Closed,5/20/2015,71-08-03-281-017.000-026,1045,N,COLLEGE,St,1045 N COLLEGE ST,SOUTH BEND,IN,46628
-86.28401058,41.68160775,2391,ENV-15-00663,Environmental,Grass and Weeds,5/8/2015,Abatement Complete,6/5/2015,71-08-03-385-014.000-026,2409,,BERTRAND,St,2409 BERTRAND ST,SOUTH BEND,IN,46628
-86.26044841,41.68635775,2396,ENV-15-00668,Environmental,Grass and Weeds,5/8/2015,Abatement Complete,7/17/2015,71-08-02-404-004.000-026,811,,PORTAGE,Ave,811 PORTAGE AVE,SOUTH BEND,IN,46628
-86.28351407,41.6814609,2403,ENV-15-00675,Environmental,Grass and Weeds,5/8/2015,Closed,6/3/2015,71-08-03-453-001.000-026,422,N,OLIVE,St,422 N OLIVE ST,SOUTH BEND,IN,46628
-86.28272748,41.68795552,2412,ENV-15-00684,Environmental,Grass and Weeds,5/8/2015,Closed,8/4/2015,71-08-03-259-003.000-026,2304,,LINCOLNWAY,,2304 LINCOLNWAY,SOUTH BEND,IN,46628
-86.27763401,41.6871801,2426,ENV-15-00699,Environmental,Grass and Weeds,5/8/2015,Closed,6/2/2015,71-08-03-285-003.000-026,918,N,BROOKFIELD,St,918 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27763401,41.68729083,2427,ENV-15-00700,Environmental,Litter,5/8/2015,Closed,6/1/2015,71-08-03-285-002.000-026,920,N,BROOKFIELD,St,920 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27764334,41.68833164,2428,ENV-15-00701,Environmental,Grass and Weeds,5/8/2015,Closed,5/29/2015,71-08-03-281-008.000-026,1026,N,BROOKFIELD,St,1026 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27764334,41.68833164,2429,ENV-15-00702,Environmental,Litter,5/8/2015,Closed,6/1/2015,71-08-03-281-008.000-026,1026,N,BROOKFIELD,St,1026 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27765383,41.68849132,2430,ENV-15-00703,Environmental,Grass and Weeds,5/8/2015,Closed,6/2/2015,71-08-03-281-007.000-026,1030,N,BROOKFIELD,St,1030 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27772726,41.68849015,2431,ENV-15-00704,Environmental,Grass and Weeds,5/8/2015,Closed,6/2/2015,71-08-03-280-019.000-026,1029,N,BROOKFIELD,St,1029 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27765383,41.68872092,2432,ENV-15-00705,Environmental,Grass and Weeds,5/8/2015,Closed,6/2/2015,71-08-03-281-005.000-026,1038,N,BROOKFIELD,St,1038 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27772726,41.68883981,2433,ENV-15-00706,Environmental,Grass and Weeds,5/8/2015,Closed,6/2/2015,71-08-03-280-016.000-026,1041,N,BROOKFIELD,St,1041 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27773775,41.68906941,2434,ENV-15-00707,Environmental,Grass and Weeds,5/8/2015,Closed,6/2/2015,71-08-03-280-014.000-026,1049,N,BROOKFIELD,St,1049 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27774707,41.68957991,2436,ENV-15-00709,Environmental,Grass and Weeds,5/8/2015,Closed,5/29/2015,71-08-03-276-024.000-026,1109,N,BROOKFIELD,St,1109 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27768413,41.6896918,2437,ENV-15-00710,Environmental,Grass and Weeds,5/8/2015,Closed,5/29/2015,71-08-03-277-010.000-026,1114,N,BROOKFIELD,St,1114 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27775756,41.68989926,2439,ENV-15-00712,Environmental,Grass and Weeds,5/8/2015,Closed,6/2/2015,71-08-03-276-021.000-026,1121,N,BROOKFIELD,St,1121 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27777737,41.69033983,2440,ENV-15-00713,Environmental,Grass and Weeds,5/8/2015,Closed,5/29/2015,71-08-03-276-017.000-026,1137,N,BROOKFIELD,St,1137 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27777737,41.69044939,2442,ENV-15-00715,Environmental,Grass and Weeds,5/8/2015,Closed,5/29/2015,71-08-03-276-016.000-026,1141,N,BROOKFIELD,St,1141 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27777737,41.69055895,2444,ENV-15-00717,Environmental,Grass and Weeds,5/8/2015,Closed,6/2/2015,71-08-03-276-015.000-026,1145,N,BROOKFIELD,St,1145 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27772376,41.69103215,2445,ENV-15-00718,Environmental,Grass and Weeds,5/8/2015,Closed,6/2/2015,71-08-03-227-028.000-026,1206,N,BROOKFIELD,St,1206 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27772376,41.69114171,2446,ENV-15-00719,Environmental,Grass and Weeds,5/8/2015,Closed,6/2/2015,71-08-03-227-027.000-026,1210,N,BROOKFIELD,St,1210 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27780768,41.69135966,2449,ENV-15-00722,Environmental,Grass and Weeds,5/8/2015,Closed,5/29/2015,71-08-03-226-047.000-026,1217,N,BROOKFIELD,St,1217 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27774357,41.69169183,2450,ENV-15-00723,Environmental,Grass and Weeds,5/8/2015,Abatement Complete,6/8/2015,71-08-03-227-022.000-026,1230,N,BROOKFIELD,St,1230 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.277817,41.69201935,2451,ENV-15-00724,Environmental,Grass and Weeds,5/8/2015,Closed,5/29/2015,71-08-03-226-041.000-026,1301,N,BROOKFIELD,St,1301 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27782749,41.69213007,2452,ENV-15-00725,Environmental,Grass and Weeds,5/8/2015,Abatement Complete,6/10/2015,71-08-03-226-040.000-026,1305,N,BROOKFIELD,St,1305 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27775406,41.69213124,2454,ENV-15-00727,Environmental,Grass and Weeds,5/8/2015,Abatement Complete,6/8/2015,71-08-03-227-018.000-026,1306,N,BROOKFIELD,St,1306 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27776339,41.69260094,2455,ENV-15-00728,Environmental,Grass and Weeds,5/8/2015,Closed,6/2/2015,71-08-03-227-014.000-026,1322,N,BROOKFIELD,St,1322 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27784731,41.69292962,2457,ENV-15-00730,Environmental,Grass and Weeds,5/8/2015,Closed,6/2/2015,71-08-03-226-033.000-026,1333,N,BROOKFIELD,St,1333 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27784731,41.69313941,2458,ENV-15-00731,Environmental,Grass and Weeds,5/8/2015,Abatement Complete,6/8/2015,71-08-03-226-031.000-026,1341,N,BROOKFIELD,St,1341 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27794027,41.69389851,2459,ENV-15-00732,Environmental,Grass and Weeds,5/8/2015,Closed,6/2/2015,71-03-34-480-030.000-026,1901,W,ELWOOD,Ave,1901 W ELWOOD AVE,SOUTH BEND,IN,46628
-86.27779369,41.6944716,2462,ENV-15-00735,Environmental,Grass and Weeds,5/8/2015,Closed,6/2/2015,71-03-34-481-011.000-026,1418,N,BROOKFIELD,St,1418 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27789742,41.69625018,2465,ENV-15-00738,Environmental,Grass and Weeds,5/8/2015,Closed,6/2/2015,71-03-34-476-026.000-026,1617,N,BROOKFIELD,St,1617 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27789742,41.69635974,2466,ENV-15-00739,Environmental,Grass and Weeds,5/8/2015,Closed,6/2/2015,71-03-34-476-025.000-026,1621,N,BROOKFIELD,St,1621 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27782399,41.69636091,2467,ENV-15-00740,Environmental,Grass and Weeds,5/8/2015,Closed,6/2/2015,71-03-34-477-010.000-026,1622,N,BROOKFIELD,St,1622 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27789742,41.69658003,2468,ENV-15-00741,Environmental,Grass and Weeds,5/8/2015,Closed,6/2/2015,71-03-34-476-023.000-026,1629,N,BROOKFIELD,St,1629 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27782399,41.69669075,2470,ENV-15-00743,Environmental,Grass and Weeds,5/8/2015,Abatement Complete,6/8/2015,71-03-34-477-007.000-026,1634,N,BROOKFIELD,St,1634 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27789742,41.69690987,2472,ENV-15-00745,Environmental,Grass and Weeds,5/8/2015,Closed,6/3/2015,71-03-34-476-020.000-026,1641,N,BROOKFIELD,St,1641 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27790791,41.69723971,2474,ENV-15-00747,Environmental,Grass and Weeds,5/8/2015,Closed,6/3/2015,71-03-34-476-017.000-026,1653,N,BROOKFIELD,St,1653 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27790791,41.69735976,2476,ENV-15-00749,Environmental,Grass and Weeds,5/8/2015,Abatement Complete,6/8/2015,71-03-34-476-016.000-026,1657,N,BROOKFIELD,St,1657 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27783332,41.69736093,2477,ENV-15-00750,Environmental,Grass and Weeds,5/8/2015,Closed,6/3/2015,71-03-34-477-001.000-026,1658,N,BROOKFIELD,St,1658 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27790791,41.69783995,2478,ENV-15-00751,Environmental,Grass and Weeds,5/8/2015,Abatement Complete,6/10/2015,71-03-34-430-028.000-026,1709,N,BROOKFIELD,St,1709 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27790791,41.69795068,2479,ENV-15-00752,Environmental,Grass and Weeds,5/8/2015,Closed,6/3/2015,71-03-34-430-027.000-026,1713,N,BROOKFIELD,St,1713 N BROOKFIELD ST,SOUTH BEND,IN,46628
-86.27791724,41.69804975,2480,ENV-15-00753,Environmental,Grass and Weeds,5/8/2015,Closed,6/3/2015,71-03-34-430-025.000-026,1723,N,BROOKFIELD,St,1723 N BROOKFIELD ST,SOUTH BEND,IN,46628
